"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","Days","QuickSpecies","Identifier","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","X.Cover","X.Leaf","X.Green","X.Seeds","X.Forbs","Average.Height","SD.Height","CV.Height","Average.Hits.Pin","Average.Leaves.Pin","Sp.Diversity","Distance.from.mob","Closest.mob.size","Approximate.density","Cattle.density","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Random.NDVI"
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","21","1","1","6","6","1","","","3","3","","","","484.220670444","5","GZ","GZ25","2021","6","7","11","10","","","","3","260864.714","55533.83854","MB","MB","MB","17.1498543207132","26.4456549408412","0.4487","0.2057","1","1","0.333333333333333","0","0","7","","","20","1.5","","","","16.2338041953733","0","286.240515069331","8","","","286.240515069331","8","0.348757771875001"
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","16","","","","","","","","","","","","","484.220670444","5","PZ","PZ24","2021","6","7","11","10","","","","3","260864.714","55533.83854","MB","MB","MB","17.1498543207132","26.4456549408412","0.4487","0.2057","1","1","0.333333333333333","0","0","7","","","20","1.5","","","","16.2338041953733","0","286.240515069331","8","","","1464.21986750123","1","0.348757771875001"
"6/7/21","2","DSCN2754","3","1131","0.500721663","36.85005174","PZ","0","full","no wind","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum stramineum","medium","5747","5775","8","1","","2","2","1","","","","","2","","","292.087514628","5","PZ","PZ25","2021","6","7","11","31","Elephant","","","4","260620.4327","55683.03733","MB","MB","MB","15.6216993984053","30.0204734418086","0.4091","0.1913","0.92","0.839506172839506","0.505882352941176","0.0123456790123457","0.0470588235294118","6.8","5.3619026473818","0.788515095203207","22.1739130434783","2.26666666666667","","","","16.2338041953733","0","286.240515069331","21","","","286.240515069331","21","0.348757771875001"
"6/7/21","2","DSCN2757","2","1209","0.480635235","36.84473683","GZ","0","full","light","no rain","Drinking","hoof","green with some brown","Cenchrus ciliaris","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","open grassland","5787","5794","1","1","","","","","","","","","","","","69.034138824","5","GZ","GZ27","2021","6","7","12","9","Warthog","","","4","260027.8993","53461.5","MB","MB","MB","404.067780976625","407.472636558234","0.3459","0.1579","0.72","0.777777777777778","0.48936170212766","0.0444444444444444","0.0425531914893617","4.8","4.76095228569523","0.99186505951984","18.5555555555556","1.59090909090909","","","","5.41126806512444","0","164.887453198971","8","","","166.729969350184","7","0.348757771875001"
"6/7/21","2","DSCN2757","3","1216","0.481029653","36.84618201","PZ","0","full","no wind","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","Cenchrus ciliaris","Bothriochloa insculpta","","light","5795","5813","7","1","","2","2","","","","","","2","","","234.616062912","5","PZ","PZ29","2021","6","7","12","16","","","","3","260188.8344","53505.07495","MB","MB","MB","564.120036086689","564.227945718679","0.3934","0.1572","0.72","0.777777777777778","0.48936170212766","0.0444444444444444","0.0425531914893617","4.8","4.76095228569523","0.99186505951984","18.5555555555556","1.59090909090909","","","","5.41126806512444","0","67.155807156563","8","","","67.155807156563","8","0.348757771875001"
"6/7/21","2","DSCN2755","1","1226","0.492809851","36.84799289","PZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon dactylon","Eragrostis tenuifolia","Aristida adscensionis","","open grassland","5814","5825","6","1","","2","1","1","","","","1","","","","79.668186024","5","PZ","PZ26","2021","6","7","12","26","","","","3","260390.8949","54808","LB","LB","LB","15.8239722520898","29.6628610736943","0.3846","0.1115","0.961538461538462","0.833333333333333","0.4609375","0.0317460317460317","0.015625","11.5","6.00832755431992","0.522463265593037","34.16","2.76315789473684","","","","16.5521140815571","0","702.008941143919","1","","","702.008941143919","1","0.348757771875001"
"6/7/21","2","DSCN2755","2","1249","0.488408154","36.85745372","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Eragrostis tenuifolia","Pennisetum stramineum","Cynodon nlemfuensis","","open grassland","5845","5844","6","1","","","2","1","","","","","2","","","752.309904948","5","PZ","PZ27","2021","6","7","12","49","","","","3","261444.1948","54320.79665","MB","MB","MB","68.1612940033601","78.0526171967682","0.3709","0.1645","0.739130434782609","0.511111111111111","0.41304347826087","0","0.0217391304347826","6.30434782608696","6.16761912667276","0.978311999403265","22.4705882352941","1.35294117647059","","","","2.22816920328654","0","963.431322253048","1","","","963.431322253048","1","0.348757771875001"
"6/7/21","2","DSCN2755","3","1229","0.486544831","36.84900169","GZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","5845","5854","1","1","","","","","","","","","","","","306.323873184","5","GZ","GZ26","2021","6","7","12","29","Eland","","","2","260503","54115","MB","MB","MB","349.328429881135","356.654582119703","0.3752","0.15","0.6","0.684210526315789","0.3","0","0.05","4.76","5.08494509967086","1.06826577724178","21.2","1.625","","","","9.23098669932993","0","650.527807028124","8","","","686.082058387235","7","0.348757771875001"
"6/7/21","2","DSCN2758","1","1318","0.481563793","36.84589527","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Pennisetum stramineum","","medium","5855","5867","8","","8","","","","","","","","","","","213.306502416","5","GZ","GZ28","2021","6","7","13","18","","","","3","260156.9251","53564.16555","MB","MB","MB","520.524926748552","532.153767268422","0.3934","0.1572","0.72","0.777777777777778","0.48936170212766","0.0444444444444444","0.0425531914893617","4.8","4.76095228569523","0.99186505951984","18.5555555555556","1.59090909090909","","","","5.41126806512444","0","67.155807156563","7","","","67.155807156563","7","0.348757771875001"
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","PZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","14","2","","3","2","3","","1","","1","1","","","157.44464862","6","PZ","PZ30","2021","6","8","9","51","Giraffe","","","4","259575.8635","49783.52391","OG","OG","OG","20.8535618090069","22.4068730914238","0.3698","0.1999","0.8","0.605263157894737","0.302631578947368","0","0","16.76","14.3186358754364","0.854333882782599","49.5","2.09090909090909","","","","7.32112738222719","0","498.599508541223","6","","","3492.46819146773","4","0.346346661250001"
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","GZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","3","","1","2","","","","","","","","","","157.44464862","6","GZ","GZ29","2021","6","8","9","51","Giraffe","","","4","259575.8635","49783.52391","OG","OG","OG","20.8535618090069","22.4068730914238","0.3698","0.1999","0.8","0.605263157894737","0.302631578947368","0","0","16.76","14.3186358754364","0.854333882782599","49.5","2.09090909090909","","","","7.32112738222719","0","498.599508541223","6","","","498.599508541223","6","0.346346661250001"
"6/8/21","1","DSCN6080","2","1025","0.460881632","36.83240176","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Chloris roxburghiana","Cynodon nlemfuensis","Pennisetum mezzianum","medium","5925","5945","9","1","","","3","2","","","1","2","","","","1153.731476184","6","PZ","PZ31","2021","6","8","10","25","Impala","","","4","258653.6987","51277","OG","OG","OG","57.1310064454188","70.8139146680758","0.3036","0.1461","0.833333333333333","0.641025641025641","0.521739130434783","0.0384615384615385","0.152173913043478","8.625","11.0564264216514","1.28190451265524","29.9","2.17391304347826","","","","2.86478897565412","0","1627.96757173272","6","","","1755.23751947157","3","0.346346661250001"
"6/8/21","1","DSCN6080","3","1051","0.478885207","36.84279846","GZ","0","full","medium","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","open grassland","5946","5959","4","","","","2","","","","1","","1","","","184.911144096","6","GZ","GZ30","2021","6","8","10","51","","","","4","259812","53268","MB","MB","MB","292.305673932118","293.248691200855","0.3352","0.1543","0.8","0.82051282051282","0.275","0.0256410256410256","0.025","2.84","2.05507501890645","0.723617964403679","11.1","1.52380952380952","","","","1.27323954473516","0","1470.76424253209","6","","","1470.76424253209","6","0.346346661250001"
"6/8/21","1","DSCN6081","1","1106","0.451053681","36.84328489","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon dactylon","Cymbopogon pospischilii","medium","5960","5974","6","1","","1","2","","","","","2","","","","133.84464366","6","PZ","PZ32","2021","6","8","11","6","Warthog","","","4","259865.2182","50189.57234","OG","OG","OG","23.9764305948213","29.9484601479168","0.3515","0.1999","0.8","0.605263157894737","0.302631578947368","0","0","16.76","14.3186358754364","0.854333882782599","49.5","2.09090909090909","","","","7.32112738222719","0","498.599508541223","14","","","498.599508541223","3","0.346346661250001"
"6/8/21","1","DSCN6081","2","1126","0.46289419","36.85023041","PZ","0","full","medium","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","5975","5991","7","1","","","1","3","","1","","","1","","Rongai Area","167.48735808","6","PZ","PZ33","2021","6","8","11","26","Elephant","","","4","260639","51499","OG","OG","OG","213.073967256174","222.586253282044","0.2963","0.1675","0.84","0.81981981981982","0.447368421052632","0.036036036036036","0.0263157894736842","14.16","14.9740887313163","1.05749214204211","44.5714285714286","2.75757575757576","","","","8.59436692696235","0","781.080467154962","6","","","1952.76470676833","4","0.346346661250001"
"6/8/21","1","DSCN6081","3","1136","0.469643126","36.85229486","PZ","0","full","light","no rain","Resting","belly","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","","5992","6017","6","1","","1","2","","","","1","","1","","","243.847619736","6","PZ","PZ34","2021","6","8","11","36","","","","4","260869.1052","52245.41697","OG","OG","OG","202.214153465707","204.016310415079","0.2854","0.1344","0.888888888888889","0.661157024793388","0.56","0.0247933884297521","0.193333333333333","10.2592592592593","10.9248925099186","1.06488121937835","35.5833333333333","2.42424242424242","","","","8.59436692696235","0","190.969382685649","14","","","1470.76424253209","4","0.346346661250001"
"6/8/21","1","DSCN6082","1","1142","0.46977749","36.8540047","PZ","0","full","medium","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","medium","6018","6074","14","","","","","","","1","","","","","","425.023136748","6","PZ","PZ35","2021","6","8","11","42","Eland","","","4","261059.5","52260.21985","OG","OG","OG","37.2743764146042","40.1087771973765","0.2728","0.1331","0.68","0.740740740740741","0.573170731707317","0.0493827160493827","0.0121951219512195","10.92","16.4111750544154","1.50285485846295","41.7647058823529","2.4","","","","8.59436692696235","0","190.969382685649","6","","","1603.70729272334","4","0.346346661250001"
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","4","","","","","","","","","","","","","636.700645812","7","PZ","PZ36","2021","6","9","9","52","","","","4","261496.1384","52275.02684","OG","OG","OG","20.2176620696947","26.7769221529808","0.3697","0.1646","0.777777777777778","0.619047619047619","0.533333333333333","0.0357142857142857","0.2","11.0740740740741","20.8122115150733","1.87936358162869","38.4761904761905","3.71428571428571","","1947.49471016528","","5.09295817894065","0","1050.09440544822","1","","","1050.09440544822","1","0.343935550625001"
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","12","","4","4","","2","","2","","","","","","636.700645812","7","GZ","GZ31","2021","6","9","9","52","","","","4","261496.1384","52275.02684","OG","OG","OG","20.2176620696947","26.7769221529808","0.3697","0.1646","0.777777777777778","0.619047619047619","0.533333333333333","0.0357142857142857","0.2","11.0740740740741","20.8122115150733","1.87936358162869","38.4761904761905","3.71428571428571","","1947.49471016528","","5.09295817894065","0","1050.09440544822","1","","","","","0.343935550625001"
"6/9/21","2","DSCN6198","2","1009","0.478847062","36.86111532","GZ","0","full","medium","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Chloris roxburghiana","Pennisetum mezzianum","Pennisetum stramineum","light","6107","6123","1","","","1","","","","","","","","","","192.889020324","7","GZ","GZ32","2021","6","9","10","9","Elephant","","","4","261851.5746","53263.13785","OG","LB","LB","135.35094550149","149.09600918809","0.3192","0.143","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","1847.81398000107","","0.318309886183791","0","1050.09440544822","4","","","1050.09440544822","4","0.343935550625001"
"6/9/21","2","DSCN6198","3","1019","0.496834321","36.85184016","GZ","0","full","medium","no rain","Grazing","","","Cynodon plectostachyus","Eragrostis tenuifolia","Eragrostis superba","Pennisetum stramineum","light","6124","6134","3","1","","1","","","","1","","","","","","398.78345808","7","GZ","GZ33","2021","6","9","10","19","Eland","","","4","260819.4308","55253","LB","LB","LB","23.2310093045944","28.546624081663","0.4041","0.1797","0.68","0.846153846153846","0.615384615384615","0","0","6.24","6.40494600549711","1.0264336547271","24.4705882352941","1.83333333333333","","227.462008448281","350","6.36619772367581","27.8521150410817","227.462008448281","1","","","3053.89215879968","4","0.343935550625001"
"6/9/21","2","DSCN6199","1","1040","0.497810044","36.84302495","GZ","0","full","light","no rain","Grazing","hoof","green","Cenchrus ciliaris","Cynodon nlemfuensis","Cynodon plectostachyus","Chloris virgata","light","6135","6186","16","","","2","6","","1","1","1","3","2","","","110.649936348","7","GZ","GZ34","2021","6","9","10","40","Impala","","","4","259837.8963","55361.24524","OG","OG","OG","124.668392544089","132.812325150392","0.4351","0.204","0.72","0.73469387755102","0.122448979591837","0","0","4.56","3.96946679878629","0.870497104996993","18.1111111111111","2","","1048.76139721717","350","6.04788783749202","27.8521150410817","987.485193141104","3","","","3503.49980372641","4","0.343935550625001"
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","6187","6197","1","1","","","","","","","","","","","","493.33451706","7","GZ","GZ35","2021","6","9","11","1","","","","4","260880.79","55472.02971","MB","MB","MB","18.1257262974875","27.5484990790273","0.4487","0.2057","1","1","0.333333333333333","0","0","7","","","20","1.5","","0","350","1.27323954473516","27.8521150410817","227.462008448281","3","","","3255.68441409342","4","0.343935550625001"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","PZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","16","","","","","","","","","","","","","531.255261852","8","PZ","PZ37","2021","6","10","10","59","Eland","","","4","260960.6462","55226","LB","LB","LB","16.596511817585","28.6353007580952","0.2981","0.1572","0.68","0.846153846153846","0.615384615384615","0","0","6.24","6.40494600549711","1.0264336547271","24.4705882352941","1.83333333333333","","910.033675252053","200","5.41126806512444","15.9154943091895","1033.97377041636","18","","","1033.97377041636","18","0.341524440000001"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","GZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","1","1","","","","","","","","","","","","531.255261852","8","GZ","GZ36","2021","6","10","10","59","Eland","","","4","260960.6462","55226","LB","LB","LB","16.596511817585","28.6353007580952","0.2981","0.1572","0.68","0.846153846153846","0.615384615384615","0","0","6.24","6.40494600549711","1.0264336547271","24.4705882352941","1.83333333333333","","910.033675252053","200","5.41126806512444","15.9154943091895","1033.97377041636","18","","","2765.65024411245","9","0.341524440000001"
"6/10/21","2","DSCN6458","3","1131","0.502432442","36.84585911","GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Aristida adscensionis","Cynodon dactylon","Pennisetum mezzianum","light","6283","6373","18","1","","5","2","5","","3","","1","1","","","64.877385636","8","GZ","GZ37","2021","6","10","11","31","Elephant"," Impala","","4","260153.6486","55872.41831","LB","MB","LB","17.8683152647418","28.5583848711064","0.2963","0.1681","0.833333333333333","0.797101449275362","0.507246376811594","0.0289855072463768","0","7.41666666666667","5.31541373633378","0.716684998157363","24.7","1.89655172413793","","1934.79890420925","200","5.72957795130823","15.9154943091895","1033.97377041636","16","","","1033.97377041636","16","0.341524440000001"
"6/10/21","2","DSCN6459","1","1213","0.472681757","36.86037898","PZ","0","part","light","no rain","Standing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Pennisetum mezzianum","","open grassland","6374","6409","9","","9","","","","","","","","","","","285.724140912","8","PZ","PZ38","2021","6","10","12","13","","","","3","261769.3717","52581.23454","LB","MB","MB","140.768249422502","152.796122327787","0.3062","0.1636","1","0.724137931034483","0.541095890410959","0.00689655172413793","0.00684931506849315","18.7083333333333","12.1386166630615","0.648834743682573","49.5833333333333","2.91666666666667","","1961.53861303226","200","2.86478897565412","15.9154943091895","2765.65024411245","16","","","2765.65024411245","1","0.341524440000001"
"6/14/21","2","DSCN3240","1","1028","0.490336834","36.85639804","PZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum stramineum","","light","6537","6559","3","","3","","","","","","","","","","","644.620224276","12","PZ","PZ49","2021","6","14","10","28","","","","3","261326.714","54534.16146","MB","MB","MB","20.5117778987991","30.6133382381443","0.3298","0.1714","0.76","0.765957446808511","0.333333333333333","0","0.0784313725490196","6.4","7.28583099813146","1.13841109345804","22.2105263157895","2.11764705882353","","1532.63733710041","160","1.27323954473516","12.7323954473516","881.630704175702","1","","","881.630704175702","1","0.331879997500002"
"6/14/21","2","DSCN3240","2","1050","0.498643185","36.85111727","GZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","","open grassland","6560","6568","2","","","","1","","","","","1","","","","350.165909604","12","GZ","GZ47","2021","6","14","10","50","Eland","","","3","260739.0039","55453.10151","MB","MB","MB","23.8805172385095","28.1418211594773","0.3252","0.1765","0.88","0.796610169491525","0.459016393442623","0.0169491525423729","0.0327868852459016","7.04","7.88712030253544","1.12032958842833","21.5454545454545","1.88","","463.406516655458","160","22.6000019190491","12.7323954473516","318.227468125739","13","","","318.227468125739","25","0.331879997500002"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","13","","2","3","1","3","","3","1","","","","","542.322027828","12","GZ","GZ48","2021","6","14","11","6","","","","3","261043.0277","55547.11348","MB","MB","MB","23.562466021194","29.2001317213106","0.3252","0.1765","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","700.533074197983","160","22.6000019190491","12.7323954473516","318.227468125739","2","","","577.918819304723","13","0.331879997500002"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","25","","","","","","","","","","","","","542.322027828","12","PZ","PZ50","2021","6","14","11","6","","","","3","261043.0277","55547.11348","MB","MB","MB","23.562466021194","29.2001317213106","0.3252","0.1765","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","700.533074197983","160","22.6000019190491","12.7323954473516","318.227468125739","2","","","318.227468125739","2","0.331879997500002"
"6/14/21","2","DSCN3241","2","1151","0.484150921","36.84095579","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Chloris roxburghiana","medium","6660","6666","3","","","","1","1","","","","","1","","","146.174787948","12","PZ","PZ51","2021","6","14","11","51","","","","4","259607.0045","53850.5","MB","MB","MB","31.7439195088672","32.5561129374583","0.3059","0.1622","0.76","0.683333333333333","0.215384615384615","0","0.0769230769230769","10.12","14.9201206429439","1.47432022163477","33.4736842105263","1.95238095238095","","2025.88512479078","160","0.954929658551372","0","1060.15836317987","1","","","1060.15836317987","1","0.331879997500002"
"6/14/21","2","DSCN3241","3","1203","0.49978708","36.84819117","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","6667","6675","4","","","","","","1","3","","","","","","64.856875524","12","GZ","GZ49","2021","6","14","12","3","","","","4","260413.2259","55579.73293","MB","MB","MB","23.1767369910996","29.8019745364172","0.297","0.1642","0.8","0.807692307692308","0.307692307692308","0.0128205128205128","0","7.08","6.62017119617512","0.935052428838293","25.5","2.1","","156.107194064843","160","22.6000019190491","12.7323954473516","349.523707086128","2","","","630.645967085783","25","0.331879997500002"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","14","1","","5","1","4","","2","","","1","","","375.108435156","12","GZ","GZ50","2021","6","14","12","23","","","","2","261221.5682","56096.76196","MB","MB","MB","18.9854189456223","27.7761389134205","0.3542","0.1851","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","931.001429488914","160","22.6000019190491","12.7323954473516","577.918819304723","13","","","577.918819304723","25","0.331879997500002"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","13","1","","","3","1","","","","","2","1","","375.108435156","12","PZ","PZ52","2021","6","14","12","23","","","","2","261221.5682","56096.76196","MB","MB","MB","18.9854189456223","27.7761389134205","0.3542","0.1851","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","931.001429488914","160","22.6000019190491","12.7323954473516","577.918819304723","13","","","577.918819304723","13","0.331879997500002"
"6/14/21","2","DSCN3242","2","1250","0.485098745","36.85043008","GZ","0","full","light","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","","","","open grassland","6735","6743","1","","","1","","","","","","","","","","349.247747688","12","GZ","GZ51","2021","6","14","12","50","","","","1","260662","53955","MB","MB","MB","575.103819317292","579.685304426575","0.3055","0.1597","0.6","0.684210526315789","0.3","0","0.05","4.76","5.08494509967086","1.06826577724178","21.2","1.625","","1798.11963526329","160","1.27323954473516","12.7323954473516","881.630704175702","3","","","881.630704175702","3","0.331879997500002"
"6/15/21","2","DSCN6973","2","934","0.482810944","36.85981999","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","Eragrostis tenuifolia","light","6744","6761","6","1","","","2","1","","","","","1","1","","556.187086476","13","PZ","PZ53","2021","6","15","9","34","Eland"," Giraffe","","4","261707.4788","53701.61844","LB","LB","LB","230.019842467019","239.786269227359","0.3246","0.1634","0.84","0.734375","0.292307692307692","0","0.0153846153846154","8.04","6.64880941723153","0.826966345426807","25.3333333333333","1.80769230769231","","570.726740523338","300","1.90985931710274","41.3802852038928","1395.98607923633","2","","","1395.98607923633","2","0.329468886875002"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","GZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","5","","5","","","","","","","","","","","370.742345064","13","GZ","GZ52","2021","6","15","9","56","Impala","","","4","260786.5673","55270.03733","LB","LB","LB","21.825637461917","22.8243445846227","0.2967","0.1566","0.88","0.796610169491525","0.459016393442623","0.0169491525423729","0.0327868852459016","7.04","7.88712030253544","1.12032958842833","21.5454545454545","1.88","","359.492441603131","150","25.4647908947033","29.4436644720006","359.492441603131","13","","","586.983375623797","11","0.329468886875002"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","PZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","47","","","","","","","","","","","","","370.742345064","13","PZ","PZ54","2021","6","15","9","56","Impala","","","4","260786.5673","55270.03733","LB","LB","LB","21.825637461917","22.8243445846227","0.2967","0.1566","0.88","0.796610169491525","0.459016393442623","0.0169491525423729","0.0327868852459016","7.04","7.88712030253544","1.12032958842833","21.5454545454545","1.88","","359.492441603131","150","25.4647908947033","29.4436644720006","359.492441603131","13","","","359.492441603131","13","0.329468886875002"
"6/15/21","2","DSCN6974","1","1013","0.495705957","36.84342744","GZ","0","full","light","no rain","Walking","belly","green with some brown","Chloris roxburghiana","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","medium","6875","6877","2","","2","","","","","","","","","","","48.886297824","13","GZ","GZ53","2021","6","15","10","13","Impala","","","4","259882.6366","55128.5","LB","LB","MB","203.773676555088","204.967653200309","0.3121","0.1704","0.68","0.75","0.541666666666667","0.0208333333333333","0","7.4","7.9320026895272","1.07189225534151","27.4117647058824","1.8","","723.86144997177","150","24.8281711223357","29.4436644720006","569.65279507783","11","","","569.65279507783","11","0.329468886875002"
"6/15/21","2","DSCN6974","3","1045","0.493172361","36.84788146","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","Eragrostis tenuifolia","medium","6878","6905","11","","1","1","1","1","1","1","","","","","","88.581167304","13","PZ","PZ55","2021","6","15","10","45","","","","4","260378.5","54848.10065","LB","LB","LB","15.5117017814958","31.3096966649727","0.3083","0.167","0.961538461538462","0.833333333333333","0.4609375","0.0317460317460317","0.015625","11.5","6.00832755431992","0.522463265593037","34.16","2.76315789473684","","659.944324454314","150","25.4647908947033","29.4436644720006","569.65279507783","2","","","569.65279507783","2","0.329468886875002"
